Member,DocID,Owner,Asset,Ticker,Transaction Type,Transaction Date,Notification Date,Amount,Filing Status,Description
Axne,20020474,SP,"PayPal Holdings, Inc. ",PYPL,03/01/2022,"$1,001",-,"$15,001 - $50,000",New,Subholding of: John Axne IRA
Axne,20020367,SP,Brown Forman Inc Class B ,BF.B,02/03/2022,"$1,001",-,"$15,001 - $50,000",New,Subholding of: Creation Agents LLC 401K
Axne,20020367,SP,global Payments Inc. ,NaN,02/03/2022,"$1,001",-,"$15,001 - $50,000",New,Subholding of: Creation Agents LLC 401K
Axne,20020367,SP,Jefferies Financial group Inc. P,NaN,02/03/2022,"$1,001",-,"$15,001 - $50,000",New,Subholding of: Creation Agents LLC 401K
Axne,20020367,SP,Keysight Technologies Inc. ,KEYS,02/03/2022,"$1,001",-,"$15,001 - $50,000",New,Subholding of: Creation Agents LLC 401K
Axne,20020367,SP,Liberty Broadband Corporation,NaN,02/03/2022,"$1,001",-,"$15,001 - $50,000",New,Subholding of: Creation Agents LLC 401K
Axne,20020367,SP,Starbucks Corporation ,SBUX,02/03/2022,"$1,001",-,"$15,001 - $50,000",New,Subholding of: Creation Agents LLC 401KID Owner Asset Transaction Date Notification Amount Cap.
Axne,20020367,SP,US Bancorp Dep SHS PFD F Non,NaN,02/03/2022,"$1,001",-,"$15,001 - $50,000",New,US Bancorp DEP SHS PFD F Non-Cumulative Series F6.5% Debt Classification: Preferred Stock
Axne,20020367,SP,US Bancorp Dep SHS PFD F Non,NaN,02/03/2022,"$1,001",-,"$15,001 - $50,000",New,US Bancorp DEP SHS PFD F Non-Cumulative Series F6.5% Debt Classification: Preferred Stock
Beyer,20022048,JT,Clark Cnty Nev Limited,NaN,P,11/10/2022,11/29/2022,"$15,001 - $50,000",New,"30,000 units Clark County Nevada Limited 3.00% 06/01/37"
Beyer,20022048,JT,Virginia St Pub 3.00% 10/01/38,Government Securities and Agency Debt,S,11/10/2022,11/29/2022,"$15,001 - $50,000",New,"redemption of 30,000 units of Virginia State Public 3.00% 10/01/38"
Beyer,20021193,JT,Farmington NM Pollutn,NaN,S,06/02/2022,06/11/2022,"$15,001 - $50,000",New,Called security
Beyer,20021091,JT,New York NY City Transitional,NaN,S,05/02/2022,05/22/2022,"$15,001 - $50,000",New,called Security
Beyer,20020868,JT,California St GO BDS,NaN,S,04/11/2022,04/25/2022,"$15,001 - $50,000",New,called security
Beyer,20020868,JT,Halifax County VA Indl Dev,NaN,S,04/07/2022,04/25/2022,"$15,001 - $50,000",New,Called Security
Beyer,20020618,JT,Virginia College Bldg 3.00%,NaN,S,03/07/2022,03/13/2022,"$15,001 - $50,000",New,"sale of 35,000 units Virginia College Building 3.00% 02/01/37"
Beyer,20020618,JT,VgP N.V. NPV common [PS],NaN,S,03/01/2022,03/13/2022,"$15,001 - $50,000",New,sale of 100 units VgP N.V. NPV common
Beyer,20020251,JT,Berkshire Hathaway Inc. New,BRK.B,S,01/20/2022,01/21/2022,"$15,001 - $50,000",New,sale of 50 shares of Berkshire Hathaway Class B
Beyer,20020251,JT,BLF FedFund TDDXX [CS],NaN,P,01/20/2022,01/28/2022,"$15,001 - $50,000",New,sweep purchase Blackrock Liq FDS FedFund
Beyer,20020251,JT,Columbia Tenn Wtrwks Rev 5.00%,NaN,S,01/20/2022,01/28/2022,"$15,001 - $50,000",New,Called Security Columbia Tenn Waterworks Revenue 5.00% 12/01/32
Beyer,20020251,JT,BLF FedFund TDDXX [CS],NaN,S,01/14/2022,01/19/2022,"$15,001 - $50,000",New,sweep sale of Blackrock Liq FDS FediD owner asset transaction Date notification amount cap.
Beyer,20020251,JT,Virginia St Pub 3.00% 10/01/38,NaN,P,01/14/2022,01/19/2022,"$15,001 - $50,000",New,"30,000 units Virginia State Pub 3.00% 10/01/38"
Beyer,20020251,JT,BLF FedFund TDDXX [CS],NaN,P,01/11/2022,01/19/2022,"$15,001 - $50,000",New,sweep purchase of Blackrock Liq FDS Fed
Beyer,20020251,JT,BLF FedFund TDDXX [CS],NaN,S,01/06/2022,01/19/2022,"$15,001 - $50,000",New,sweep sale of Blackrock Liq FDS Fed
Beyer,20020618,JT,Daifuku Co Ltd Ordinary Shares S,NaN,03/13/2022,"$1,001",-,"$15,001 - $50,000",New,sale of 65 units Daifuku Co Ltd
Beyer,20020618,JT,Fanuc Limited Ordinary Shares S,NaN,03/13/2022,"$1,001",-,"$15,001 - $50,000",New,sale of 40 units Fanuc Ltd
Beyer,20020618,JT,"NextEra Energy, Inc. ",NEE,03/13/2022,"$1,001",-,"$15,001 - $50,000",New,"sale of 15,000 units NextEra Energy Cap Holdings"
Beyer,20020251,JT,Berkshire Hathaway Inc. New P,BRK.B,01/28/2022,"$1,001",-,"$15,001 - $50,000",New,5 units Berkshire Hathaway Inc Class B
Beyer,20020251,JT,BLF FedFund TDDXX [CS] S,NaN,02/01/2022,"$1,001",-,"$15,001 - $50,000",New,sweep sale Blackrock Liq FDS FedFund
Beyer,20020251,JT,BLF FedFund TDDXX [CS] S,NaN,01/19/2022,"$1,001",-,"$15,001 - $50,000",New,sweep sale of Blackrock Liq FDS Fed
Beyer,20020251,JT,"Block, Inc. Class A Common Stock, S",NaN,01/19/2022,"$1,001",-,"$15,001 - $50,000",New,"sale of 25 units Block Inc Class A; $1,859 capital gain."
Beyer,20020251,JT,Costco Wholesale Corporation P,COST,02/01/2022,"$1,001",-,"$15,001 - $50,000",New,5 units Costco Wholesale Corp
Beyer,20020251,JT,"CryoPort, Inc. ",NaN,02/01/2022,"$1,001",-,"$15,001 - $50,000",New,sale of 35 units Cryoport Inc Common
Beyer,20020251,JT,"CryoPort, Inc. ",NaN,01/19/2022,"$1,001",-,"$15,001 - $50,000",New,"79 units Cryoport Inc; capital gains $1,483"
Beyer,20020251,JT,"CryoPort, Inc. ",NaN,01/19/2022,"$1,001",-,"$15,001 - $50,000",New,"sale of 66 units Cryoport Inc; $1,241 capital gain"
Beyer,20020251,JT,CVS Health Corporation ,CVS,01/19/2022,"$1,001",-,"$15,001 - $50,000",New,49 units CVS Health Corp
Beyer,20020251,JT,"guardant Health, Inc. ",NaN,01/19/2022,"$1,001",-,"$15,001 - $50,000",New,sale of 25 units guardant Health Inc common
Beyer,20020251,JT,iShares MSCI ACWI ex US S,NaN,01/28/2022,"$1,001",-,"$15,001 - $50,000",New,sale 35 units iShares S&P global Healthcare ETF
Beyer,20020251,JT,iShares MSCI ACWI ex US S,NaN,01/28/2022,"$1,001",-,"$15,001 - $50,000",New,sale of 80 units iShares Tr US Telecom ETF
Beyer,20020251,JT,Novartis Ag ,NaN,01/28/2022,"$1,001",-,"$15,001 - $50,000",New,33 units Novartis Ag Spon ADR
Beyer,20020251,JT,"Pepsico, Inc. ",PEP,02/01/2022,"$1,001",-,"$15,001 - $50,000",New,15 units Pepsico Inc common
Beyer,20020251,JT,"Pepsico, Inc. ",PEP,01/19/2022,"$1,001",-,"$15,001 - $50,000",New,25 units Pepsico Inc common
Beyer,20020251,JT,"PNC Financial Services group, Inc. S",PNC,01/21/2022,"$1,001",-,"$15,001 - $50,000",New,sale of 15 shares of PNC Financial Services group Inc
Beyer,20020251,JT,Terreno Realty Corporation P,NaN,01/19/2022,"$1,001",-,"$15,001 - $50,000",New,25 units Terreno Realty Corp
Beyer,20020251,JT,Terreno Realty Corporation P,NaN,02/01/2022,"$1,001",-,"$15,001 - $50,000",New,20 units Terreno Realty Corp
Beyer,20020251,JT,"TJX Companies, Inc. ",TJX,01/19/2022,"$1,001",-,"$15,001 - $50,000",New,25 units TJX Companies Inc.
Beyer,20020251,JT,VanEck Biotech ETF ,NaN,01/28/2022,"$1,001",-,"$15,001 - $50,000",New,sale 17 units Vaneck ETF Trust Biotech
Beyer,20020251,JT,Verizon Communications Inc. ,VZ,01/28/2022,"$1,001",-,"$15,001 - $50,000",New,54 units Verizon Communications
Blumenauer,20021808,SP,Newmont Corporation ,NEM,Transaction,Date,Notification,Amount,New,Part of my spouse's retirement portfolio.
Blumenauer,20020168,SP,HP INC. 2.2%25 [CS],NaN,P,12/16/2021,01/05/2022,"$15,001 - $50,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20022078,SP,US Treasur NT 2% 11/30/22,Government Securities and Agency Debt,S,11/30/2022,12/04/2022,"$50,001 - $100,000",New,Full Redemption. Part of my spouse's retirement portfolio.
Blumenauer,20022078,SP,Northwest Natural Holding Company,NaN,P,11/15/2022,11/21/2022,"$1,001 - $15,000",New,Dividend reinvestment. Part of my spouse's retirement portfolio.
Blumenauer,20021970,SP,Apple Inc. ,AAPL,P,10/28/2022,11/10/2022,"$15,001 - $50,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20021970,SP,Verizon Communications Inc.,VZ,P,10/10/2022,11/10/2022,"$15,001 - $50,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20021970,SP,AT&T Inc. ,T,S,10/05/2022,11/10/2022,"$1,001 - $15,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20021970,SP,Toyota Motor Credit 3%25 [CS],NaN,P,10/03/2022,11/10/2022,"$1,001 - $15,000",New,Bond interest. Part of my spouse's retirement portfolio.
Blumenauer,20021808,SP,"Alaska Air Group, Inc. ",NaN,P,09/30/2022,10/05/2022,"$1,001 - $15,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20021808,SP,Amgen Inc. ,AMGN,P,09/26/2022,10/05/2022,"$1,001 - $15,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20021808,SP,Centene Corporation ,CNC,P,09/26/2022,10/05/2022,"$1,001 - $15,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20021808,SP,Emerson Electric Company ,EMR,P,09/26/2022,10/05/2022,"$1,001 - $15,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20021808,SP,JPMorgan Chase 3.25% Due,NaN,S,09/23/2022,10/05/2022,"$15,001 - $50,000",New,Full redemption. Part of my spouse's retirement portfolio.
Blumenauer,20021808,SP,"Merck & Co., Inc. 2.4% Due",NaN,S,09/15/2022,10/05/2022,"$15,001 - $50,000",New,Full redemption. Part of my spouse's retirement portfolio.
Blumenauer,20021651,SP,Northwest Natural Holding Company,NaN,P,08/15/2022,08/22/2022,"$1,001 - $15,000",New,Dividend reinvestment. Part of my spouse's retirement portfolio.
Blumenauer,20021651,SP,Deere & Co 3.1%30 Due,NaN,P,08/11/2022,09/05/2022,"$15,001 - $50,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20021651,SP,The Allstate Cor 1.45%30,NaN,P,08/09/2022,09/05/2022,"$15,001 - $50,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20021651,SP,Carrier Global Corporation ,CARR,P,08/03/2022,09/05/2022,"$1,001 - $15,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20021651,SP,Intel Corporation ,INTC,S,08/03/2022,09/05/2022,"$1,001 - $15,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20021651,SP,US Treasur NT 2% 07/22,Government Securities and Agency Debt,S,08/01/2022,09/05/2022,"$15,001 - $50,000",New,
Blumenauer,20021335,SP,Imax Corporation ,NaN,S,06/17/2022,07/06/2022,"$1,001 - $15,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20021335,SP,"Warner Bros. Discovery, Inc.",NaN,P,06/17/2022,07/06/2022,"$1,001 - $15,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20021335,SP,Imax Corporation ,NaN,S (partial),06/16/2022,07/06/2022,"$1,001 - $15,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20021335,SP,Sanofi,NaN,P,05/27/2022,07/06/2022,"$15,001 - $50,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20021169,SP,Northwest Natural Holding Company,NaN,P,05/13/2022,06/07/2022,"$1,001 - $15,000",New,Dividend reinvestment. Part of my spouse's retirement portfolio.
Blumenauer,20020783,SP,Toyota Motor Credit 3%25,Corporate Securities (Bonds and Notes),P,03/22/2022,04/12/2022,"$15,001 - $50,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20020783,SP,"Air Products and Chemicals,",APD,P,03/10/2022,04/12/2022,"$15,001 - $50,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20020783,SP,Goldman Sachs Inter 3%24,Corporate Securities (Bonds and Notes),P,03/10/2022,04/12/2022,"$15,001 - $50,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20020783,SP,US Treasur NT 1.625%04/23,Government Securities and Agency Debt,P,03/09/2022,04/12/2022,"$50,001 - $100,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20020783,SP,US Treasur NT 2.25%11/14,Government Securities and Agency Debt,P,03/09/2022,04/12/2022,"$50,001 - $100,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20020783,SP,US Treasur NT 2.25%11/25,Government Securities and Agency Debt,P,03/09/2022,04/12/2022,"$50,001 - $100,000",New,
Blumenauer,20020574,SP,"Ventas, Inc. ",VTR,P,02/23/2022,03/07/2022,"$15,001 - $50,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20020574,SP,Alphabet Inc.,NaN,P,02/11/2022,03/07/2022,"$15,001 - $50,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20020574,SP,HP Inc. ,HPQ,S,02/09/2022,03/07/2022,"$15,001 - $50,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20020399,SP,Northwest Natural Holding S,NaN,S (partial),01/28/2022,02/04/2022,"$15,001 - $50,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20020670,SP,Northwest Natural Holding P,NaN,03/11/2022,"$1,001",-,"$15,001 - $50,000",New,Dividend reinvestment. Part of my spouse's retirement portfolio.
Blumenauer,20020574,SP,Allstate Corporation ,NaN,03/07/2022,"$1,001",-,"$15,001 - $50,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20020574,SP,Amgen Inc. ,NaN,03/07/2022,"$1,001",-,"$15,001 - $50,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20020574,SP,Brown Advisory Sustainable S,NaN,03/07/2022,"$1,001",-,"$15,001 - $50,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20020574,SP,FirstEnergy Corp. ,FE,03/07/2022,"$1,001",-,"$15,001 - $50,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20020574,SP,"Healthpeak Properties, Inc. S",NaN,03/07/2022,"$1,001",-,"$15,001 - $50,000",New,Part of my spouse's retirement portfolio.ID Owner Asset Transaction Date Notification Amount Cap.
Blumenauer,20020574,SP,Imax Corporation ,NaN,03/07/2022,"$1,001",-,"$15,001 - $50,000",New,Part of my spouse's retirement portfolio.
Blumenauer,20020574,SP,Medtronic plc. Ordinary Shares P,MDT,03/07/2022,"$1,001",-,"$15,001 - $50,000",New,Part of my spouse's retirement portfolio.
Brooks,20022197,JT,Arlington TX Higher Ed Fin [GS],NaN,P,12/08/2022,12/08/2022,"$1,001 - $15,000",New,
Brooks,20022197,JT,U. S. Treasury Note,Government Securities and Agency Debt,P,11/29/2022,11/29/2022,"$50,001 - $100,000",New,
Brooks,20022197,JT,Duke Energy Corp Fxd [CS],NaN,P,08/30/2022,08/30/2022,"$1,001 - $15,000",New,Corporate Bond
Brooks,20021568,JT,Autoscope Technologies Corporation,NaN,P,07/22/2022,07/22/2022,"$1,001 - $15,000",New,
Brooks,20021568,JT,Verizon Communications Inc. ,VZ,S,07/22/2022,07/22/2022,"$1,001 - $15,000",New,
Brooks,20021403,JT,Nisource Inc. Fxd to 062023 [CS],NaN,P,07/13/2022,07/13/2022,"$1,001 - $15,000",New,Corporate Bond
Brooks,20021403,JT,Duke Energy Corp Fxd to 09/20/24,NaN,P,06/22/2022,06/22/2022,"$1,001 - $15,000",New,Corporate Bond
Brooks,20021197,JT,Duke Energy Corp Fxd to 092024,NaN,P,06/03/2022,06/03/2022,"$1,001 - $15,000",New,Corporate Bond
Brooks,20020873,JT,Verizon Communications Inc. ,VZ,S (partial),04/11/2022,04/11/2022,"$1,001 - $15,000",New,
Brooks,20020661,JT,Duke Energy Corp Fxd to P,NaN,03/18/2022,"$1,001",-,"$15,001 - $50,000",New,Corporate fixed income
Burgess,20022051,SP,Stryker Corporation ,SYK,S (partial),11/28/2022,11/29/2022,"$1,001 - $15,000",New,"The terms of the call are a strike price of $240, and an expiration of 12/30/2022."
Burgess,20022051,SP,Stryker Corporation ,SYK,S (partial),10/24/2022,10/25/2022,"$1,001 - $15,000",New,"The terms of the call are a strike price of $240, and an expiration of 11/25/2022."
Burgess,20021716,SP,Stryker Corporation ,SYK,S (partial),08/31/2022,08/31/2022,"$1,001 - $15,000",New,
Burgess,20021279,SP,Stryker Corporation ,SYK,S (partial),06/21/2022,06/22/2022,"$1,001 - $15,000",New,"The terms of the call are a strike price of $210, and an expiration of 07/15/2022."
Burgess,20020315,SP,Stryker Corporation (SYK) [ST] S ,NaN,01/28/2022,"$1,001",-,"$15,001 - $50,000",New,Partial sale of 100 shares
Cawthorn,20021170,SPDR,S&P 500 ETF,Asset-Backed Securities,P,05/18/2022,05/23/2022,"$100,001 - $250,000",New,
Clark,20020917,JT,United States Treasury Notes,Government Securities and Agency Debt,P,04/05/2022,05/02/2022,"$100,001 - $250,000",New,Subholding of: Fidelity Brokerage Account
Clark,20020731,SP,United States Treasury Notes,Government Securities and Agency Debt,P,03/31/2022,04/04/2022,"$100,001 - $250,000",New,Subholding of: Fidelity Rollover IRA
Clark,20020731,JT,United States Treasury Notes,Government Securities and Agency Debt,P,03/23/2022,04/04/2022,"$250,001 - $500,000",New,Subholding of: Fidelity Brokerage Account
Connolly,20021626,JT,"Dominion Energy, Inc. ",D,S (partial),08/30/2022,08/31/2022,"$15,001 - $50,000",New,Subholding of: TIAA Joint
Connolly,20021626,JT,"Leidos Holdings, Inc. ",LDOS,S (partial),08/30/2022,08/31/2022,"$15,001 - $50,000",New,Subholding of: TIAA Joint
Connolly,20021626,JT,SCIENCE APPLICATIONS S,NaN,S (partial),08/30/2022,08/31/2022,"$1,001 - $15,000",New,Subholding of: TIAA Joint
Crenshaw,20020310,SPDR,S&P 500 (SPY) [ST] S ,NaN,01/26/2022,"$1,001",-,"$15,001 - $50,000",New,
Curtis,20021965,JT,COLUMBUS OHIO GO BDS 2018 A,NaN,P,10/28/2022,11/01/2022,"$1,001 - $15,000",New,"Columbus, OH"
Curtis,20021965,JT,Abbott Laboratories ,ABT,S (partial),10/21/2022,11/01/2022,"$1,001 - $15,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20021965,JT,Adobe Inc. ,ADBE,P,10/21/2022,11/01/2022,"$1,001 - $15,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20021965,JT,"Chipotle Mexican Grill, Inc. ",CMG,P,10/21/2022,11/01/2022,"$1,001 - $15,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20021965,JT,T,NaN,S (partial),10/21/2022,11/01/2022,"$1,001 - $15,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20021965,JT,"Waste Management, Inc. ",WM,S (partial),10/21/2022,11/01/2022,"$1,001 - $15,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20021733,JT,MECKLENBERG CNTY N C PUB,NaN,P,09/14/2022,09/15/2022,"$1,001 - $15,000",New,"Mecklenberg County, NC"
Curtis,20021554,JT,"AutoZone, Inc. ",AZO,P,08/12/2022,08/15/2022,"$1,001 - $15,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20021554,JT,Starbucks Corporation ,SBUX,P,08/12/2022,08/15/2022,"$1,001 - $15,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20021554,JT,Sysco Corporation ,SYY,P,08/12/2022,08/15/2022,"$1,001 - $15,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20021554,JT,"Ulta Beauty, Inc. ",ULTA,S,08/05/2022,08/15/2022,"$1,001 - $15,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20021554,JT,Schwab International Equity ETF,NaN,P,07/28/2022,08/15/2022,"$1,001 - $15,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20021486,JT,OSAGE CNTY KANS GO REF AND,NaN,P,06/30/2021,07/28/2022,"$1,001 - $15,000",New,"Osage County, KS"
Curtis,20021342,JT,"AutoZone, Inc. ",AZO,P,06/28/2022,07/01/2022,"$1,001 - $15,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20021342,JT,"Constellation Brands, Inc. ",STZ,P,06/28/2022,07/01/2022,"$1,001 - $15,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20021342,JT,Deere & Company ,DE,S (partial),06/28/2022,07/01/2022,"$1,001 - $15,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20021342,JT,"Goldman Sachs Group, Inc. ",GS,P,06/28/2022,07/01/2022,"$1,001 - $15,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20021342,JT,"Intuitive Surgical, Inc. ",ISRG,S,06/28/2022,07/01/2022,"$1,001 - $15,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20021342,JT,Johnson & Johnson ,JNJ,P,06/28/2022,07/01/2022,"$1,001 - $15,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20021342,JT,Morgan Stanley ,MS,S,06/28/2022,07/01/2022,"$1,001 - $15,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20021342,JT,"Salesforce, Inc. ",CRM,P,06/28/2022,07/01/2022,"$1,001 - $15,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20021342,JT,Target Corporation ,TGT,S,06/28/2022,07/01/2022,"$1,001 - $15,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20021342,JT,Valero Energy Corporation ,VLO,S (partial),06/28/2022,07/01/2022,"$1,001 - $15,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20021342,JT,Zoetis Inc. Class A ,ZTS,P,06/28/2022,07/01/2022,"$1,001 - $15,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20020679,JT,American Express Company (AXP) S ,NaN,03/15/2022,"$1,001",-,"$15,001 - $50,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20020679,JT,"Anthem, Inc. (ANTM) [ST] S ",NaN,03/15/2022,"$1,001",-,"$15,001 - $50,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20020679,JT,Comcast Corporation,CMCSA,03/15/2022,"$1,001",-,"$15,001 - $50,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20020679,JT,danaher Corporation ,NaN,03/15/2022,"$1,001",-,"$15,001 - $50,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20020679,JT,Hilton Worldwide Holdings Inc. S ,NaN,03/15/2022,"$1,001",-,"$15,001 - $50,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20020679,JT,Intercontinental Exchange Inc. P,ICE,03/15/2022,"$1,001",-,"$15,001 - $50,000",New,Subholding of: Northwestern Mutual - JointiD owner asset transaction Date notification amount cap.
Curtis,20020679,JT,Johnson & Johnson ,JNJ,03/15/2022,"$1,001",-,"$15,001 - $50,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20020679,JT,Monster beverage Corporation S,MNST,03/15/2022,"$1,001",-,"$15,001 - $50,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20020679,JT,Morgan Stanley ,MS,03/15/2022,"$1,001",-,"$15,001 - $50,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20020679,JT,Progressive Corporation ,NaN,03/15/2022,"$1,001",-,"$15,001 - $50,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20020679,JT,S&P global Inc. ,NaN,03/15/2022,"$1,001",-,"$15,001 - $50,000",New,Subholding of: Northwestern Mutual - Joint
Curtis,20020679,JT,Target Corporation ,NaN,03/15/2022,"$1,001",-,"$15,001 - $50,000",New,Subholding of: Northwestern Mutual - Joint
